"","Which.of.the.following.best.describes.your.role.","Which.of.the.following.best.describes.your.role....Other..please.specify.","How.many.years.have.you.been.programming","How.many.years.have.you.worked.on.projects.that.are.developed.in.a.geographically.distributed.manner.","How.many.years.have.you.been.working.in.Open.Source.projects","You.work.for","Which..open.source..project.repository.are.you.mainly.contributing.pull.requests.to..e.g..rails.rails...Please.specify.only.one.and.answer.the.remaining.questions.with.this.repository.in.mind....Open.Ended.Response","Why.do.you.contribute.to.this.specific.repository....It.is.my.day.time.job","Why.do.you.contribute.to.this.specific.repository....I.use.this.project.as.part.my.own.projects","Why.do.you.contribute.to.this.specific.repository....I.am.personally.interested.in.the.technology.being.developed","Why.do.you.contribute.to.this.specific.repository....Coding.for.this.project.is.intellectually.stimulating","Why.do.you.contribute.to.this.specific.repository....I.contribute.to.this.project.to.sharpen.my.programming.skills","Why.do.you.contribute.to.this.specific.repository....I.contribute.to.this.project.to.enrich.my.Github.profile.CV","Why.do.you.contribute.to.this.specific.repository....I.like.to.devote.my.free.time.to.a.good.cause","Why.do.you.contribute.to.this.specific.repository....Other..please.specify.","How.many.pull.requests.did.you.submit.to.this.repo.in.the.last.month.","How.do.you.contribute.code.to.the.project....I.have.commit.access.and.commit..to.the.main.branch","How.do.you.contribute.code.to.the.project....I.have.commit.access.and.commit.to.other.branches","How.do.you.contribute.code.to.the.project....I.have.commit.access.and.contribute.through.branch.to.branch.pull.requests","How.do.you.contribute.code.to.the.project....I.only.contribute.to.the.project.through.pull.requests","How.do.you.contribute.code.to.the.project....Other..please.specify.","I.contribute.pull.requests.containing.exclusively...Source.code","I.contribute.pull.requests.containing.exclusively...Test.code","I.contribute.pull.requests.containing.exclusively...Documentation","I.contribute.pull.requests.containing.exclusively...Source.code...Test.code","I.contribute.pull.requests.containing.exclusively...Source.code...Documentation","I.contribute.pull.requests.containing.exclusively...Test.code...Documentation","I.contribute.pull.requests.containing.exclusively...Source.Code..Test.code.and.Documentation","Before.starting.to.work.on.a.pull.request..I...Communicate.my.changes.to.the.project.core.team","Before.starting.to.work.on.a.pull.request..I...Lookup.project.pull.request.guidelines","Before.starting.to.work.on.a.pull.request..I...Lookup.for.open.issues.related.to.my.changes","Before.starting.to.work.on.a.pull.request..I...Check.whether.similar.pull.requests.were.processed.recently","Before.starting.to.work.on.a.pull.request..I...Check.other.project.branches..or.forks..for.related.features","Before.starting.to.work.on.a.pull.request..I...Check.project.discussions..emails.forums.IRC..for.related.topics","Before.starting.to.work.on.a.pull.request..I...Get.assigned.some.work.by.my.project.leader","Before.starting.to.work.on.a.pull.request..I...Other..please.specify.","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Email","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Issue.tracking..I.open.an.issue.describing.the.problem.and.the.potential.fix","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Pull.request..I.open.a.minimal.pull.request.describing.the.problem.and.the.potential.fix","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....IRC","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Twitter","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Skype.Hangouts.Other.form.of.synchronous.communication","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Face.to.face","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....I.do.not.communicate.my.intended.changes","How.do.you.communicate.the.intended.changes.with.the.project.s.core.team.....Other..please.specify.","Did.you.look.up.for.the.project.s.pull.request.guidelines.at.least.once.","How.do.you.decide.on.the.contents.of.a.pull.request.","How.do.you.decide.on.the.contents.of.a.pull.request....Other..please.specify.","How.do.you.assess.the.quality.of.your.pull.request.before.submitting.it....Open.Ended.Response","When.I.am.ready.to.submit.a.pull.request..I...Format.it.according.to.project.guidelines","When.I.am.ready.to.submit.a.pull.request..I...Run.the.tests.against.it","When.I.am.ready.to.submit.a.pull.request..I...Check.whether.similar.pull.requests.were.processed.recently","When.I.am.ready.to.submit.a.pull.request..I...Check.other.project.branches..or.forks..for.features.related.to.my.pull.request","When.I.am.ready.to.submit.a.pull.request..I...Check.project.discussions.for.topics.related.to.it","When.I.am.ready.to.submit.a.pull.request..I...Other..please.specify.","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Existence.of.project.roadmap","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Existence.of.contributor.guidelines","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Existence.of.issue.tracking.system","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Existence.of.code.review.process","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Large.numbers.of.already.open.pull.requests","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Project.is.famous","X.From.hereon..questions.are.not.project.specific..How.do.the.following.factors.affect.your.decision.to.contribute.to.a.project....Project.is.very.active","What.could.projects.do.to.reduce.barriers.for.new.contributors....Open.Ended.Response","What.is.the.biggest.challenge..if.any..you.face.when.contributing.with.pull.requests....Open.Ended.Response","What.kind.of.tools.would.you.expect.research.to.provide.you.with.in.order.to.assist.you.with.contributing.pull.requests....Open.Ended.Response"
"11","Source code contributor","","10+","7 - 10","3 - 6","The industry","ruby/ruby","","I use this project as part my own projects","I am personally interested in the technology being developed","Coding for this project is intellectually stimulating","I contribute to this project to sharpen my programming skills","","","","Less than 5","","","","I only contribute to the project through pull requests","","Occasionally","Occasionally","Occasionally","Often","Occasionally","Never","Never","Occasionally","Always","Occasionally","Occasionally","Occasionally","Occasionally","Never","","","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","IRC","Twitter","","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","Tests pass, or at least no more are failing if the test suite was already failing.    Sometimes run it by a colleague.","Always","Always","Occasionally","Occasionally","Often","","Does not affect me","Positively","Positively","Does not affect me","Negatively","Does not affect me","Positively","","",""
"12","Source code contributor","","10+","3 - 6","3 - 6","Open Source Software","openlayers/openlayers","It is my day time job","I use this project as part my own projects","I am personally interested in the technology being developed","Coding for this project is intellectually stimulating","I contribute to this project to sharpen my programming skills","I contribute to this project to enrich my Github profile/CV","I like to devote my free time to a good cause","","More than 30","","I have commit access and commit to other branches","I have commit access and contribute through branch-to-branch pull requests","","","Occasionally","Occasionally","Occasionally","Often","Often","Never","Often","Occasionally","Often","Often","Often","Occasionally","Occasionally","Occasionally","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","Face to face","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","By viewing the diff","Never","Often","Never","Never","Occasionally","","Does not affect me","Positively","Positively","Positively","Positively","Does not affect me","Positively","To many non reviewed or refused PullRequests","",""
"13","Source code contributor","","3 - 6","3 - 6","3 - 6","The academia","scikit-learn/scikit-learn","","I use this project as part my own projects","","","","","","","Less than 5","I have commit access and commit  to the main branch","","I have commit access and contribute through branch-to-branch pull requests","","","Always","Always","Often","Always","Always","Always","Always","Occasionally","Never","Occasionally","Never","Never","Never","Never","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","IRC","","","Face to face","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","Testing, and I run static checks (pep8, pyflakes)","Always","Always","Never","Occasionally","Never","","Does not affect me","Positively","Positively","Positively","Does not affect me","Does not affect me","Does not affect me","","The code reviews are long and usually require a lot of changes. Sometimes, it can take several months to get a PR in.",""
"14","Source code contributor","","10+","1 - 2","1 - 2","The industry","apache/camel","","I use this project as part my own projects","","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Always","Always","Occasionally","Often","Occasionally","Occasionally","Always","Often","Occasionally","Always","Always","Never","Often","Occasionally","","","Issue tracking: I open an issue describing the problem and the potential fix","","","","","","","","No","I cherry pick commits to another branch and create a pull request from that","","fair","Often","Always","Occasionally","Occasionally","Occasionally","","Does not affect me","Does not affect me","Positively","Positively","Negatively","Positively","Positively","none","none","none"
"15","Source code contributor","","10+","1 - 2","1 - 2","The industry","bradbirdsall/Swipe","","I use this project as part my own projects","","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Often","Never","Never","Often","Often","Never","Often","Occasionally","Always","Always","Always","Always","Always","Never","","","Issue tracking: I open an issue describing the problem and the potential fix","","","","","","","","Yes, but there were no guidelines","I create topic branches for each new feature","","I verify it works as intended, the code matches the existing style, and it contains only the minimal amount of code change necessary to implement the feature.","Always","Always","Always","Always","Always","","Does not affect me","Positively","Positively","Does not affect me","Negatively","Does not affect me","Does not affect me","Include good guidelines on how to get started and how to get feedback on changes.","The owner of the repo doesn't ever respond to the pull request, and leaves it hanging open forever.","Accept rate for a given project."
"16","Source code contributor","","3 - 6","< 1","< 1","The academia","hyperspy/hyperspy","It is my day time job","","","","","I contribute to this project to enrich my Github profile/CV","","","5 to 10","I have commit access and commit  to the main branch","","","","","Often","Often","Often","Often","Often","Often","Often","Often","Occasionally","Often","Never","Often","Often","Never","","","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","Face to face","","","No","I create topic branches for each new feature","","I tested it","Never","Often","Never","Occasionally","Occasionally","","Positively","Positively","Positively","Positively","Does not affect me","Does not affect me","Does not affect me","","",""
"17","Source code contributor","","10+","7 - 10","10+","The industry","danvk/dygraphs","","I use this project as part my own projects","","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Often","Never","Never","Often","Occasionally","Never","Always","Often","Always","Often","Often","Never","Always","Occasionally","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","","","","Yes, and I did find sufficient guidelines","I just submit whatever my current branch has","","Passes tests, meets coding guidelines","Always","Always","Never","Never","Always","","Does not affect me","Positively","Positively","Does not affect me","Does not affect me","Does not affect me","Positively","","",""
"18","Source code contributor","","10+","3 - 6","3 - 6","The industry","guyzmo/notmuch-abook","","I use this project as part my own projects","I am personally interested in the technology being developed","","","","I like to devote my free time to a good cause","","Less than 5","","","","I only contribute to the project through pull requests","","Often","Often","Occasionally","Often","Occasionally","Occasionally","Occasionally","Never","Never","Occasionally","Often","Often","Occasionally","Occasionally","","","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","","","","No","I create topic branches for each new feature","","Do tests pass, does the functionality work for me.","Occasionally","Always","Occasionally","Occasionally","Occasionally","","Does not affect me","Positively","Positively","Does not affect me","Negatively","Does not affect me","Positively","","Small projects where the maintainer is mostly inactive.",""
"19","Source code contributor","","10+","7 - 10","Never","The industry","ignatov/intellij-erlang","","","I am personally interested in the technology being developed","","","","","","Less than 5","","","","I only contribute to the project through pull requests","","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Email","","","","","","","","","Yes, but there were no guidelines","I create topic branches for each new feature","","I test it","Always","Always","Often","Never","Never","","Positively","Does not affect me","Positively","Positively","Positively","Positively","Positively","","",""
"20","Source code contributor","","10+","1 - 2","1 - 2","The academia","funtoo/funtoo-overlay","","","","","","","I like to devote my free time to a good cause","","Less than 5","","","","I only contribute to the project through pull requests","","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Never","Never","Never","Never","Occasionally","Often","Never","","","","","","","Skype/Hangouts/Other form of synchronous communication","","","","No","I just submit whatever my current branch has","","local testing","Always","Always","Often","Never","Often","","Negatively","Negatively","Negatively","Negatively","Negatively","Negatively","Negatively","","","I am small-time contributor and funtoo-flora has been discontinued.  Most of what I have on Github is personal, usually shared by posting on Gentoo/Funtoo forums"
"21","Other (please specify)","For different project I've different roles, including all the 4","10+","10+","10+","The government","progit/progit","","I use this project as part my own projects","I am personally interested in the technology being developed","","","","I like to devote my free time to a good cause","","5 to 10","","","","I only contribute to the project through pull requests","","Occasionally","Never","Always","Never","Occasionally","Never","Never","Occasionally","Always","Often","Often","Occasionally","Always","Never","","Email","","","","","","","","Comments","Yes, and I did find sufficient guidelines","Other (please specify)","I commit to appropriate branch and create the pull request from that. The branch may also be master","Re-reading the text","Always","Always","Occasionally","Occasionally","Occasionally","","Does not affect me","Positively","Positively","Does not affect me","Negatively","Does not affect me","Positively","","I didn't face that, but I know people scared to open pull requests because the fear of being refused.","would love if github would accept standard Git pull requests"
"22","Source code contributor","","10+","10+","10+","The industry","","","","","","I contribute to this project to sharpen my programming skills","","","Pushing local Changes  from my day work upstream..","Less than 5","","","","I only contribute to the project through pull requests","","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Never","Never","Never","Never","Never","Never","Never","","Email","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","","","I do not communicate my intended changes","","No","I rebase interactively to clean up history before I do the pull request","","Oen tests","Often","Often","Occasionally","Occasionally","Occasionally","","Does not affect me","Does not affect me","Does not affect me","Does not affect me","Negatively","Does not affect me","Does not affect me","","",""
"23","Source code contributor","","10+","10+","< 1","The industry","howeyc/fsnotify","","I use this project as part my own projects","","","I contribute to this project to sharpen my programming skills","","I like to devote my free time to a good cause","","Less than 5","","","","I only contribute to the project through pull requests","CLs (Change List) on Google Code","Occasionally","Never","Occasionally","Occasionally","Occasionally","Never","Occasionally","Often","Always","Always","Always","Never","Occasionally","Never","","","Issue tracking: I open an issue describing the problem and the potential fix","","","","","","","Google Groups","Yes, but there were no guidelines","I create topic branches for each new feature","","I do my own code review while committing and before submitting the pull request.","Always","Always","Never","Never","Never","","Does not affect me","Does not affect me","Positively","Positively","Negatively","Positively","Does not affect me","Welcoming atmosphere. Contribution guidelines. Replying to pull requests promptly.","Deciding when to call it ready vs. adding more to the same pull request.",""
"24","Project owner","","10+","3 - 6","3 - 6","Open Source Software","glimpse/glimpse","It is my day time job","I use this project as part my own projects","I am personally interested in the technology being developed","Coding for this project is intellectually stimulating","I contribute to this project to sharpen my programming skills","I contribute to this project to enrich my Github profile/CV","I like to devote my free time to a good cause","","5 to 10","I have commit access and commit  to the main branch","I have commit access and commit to other branches","I have commit access and contribute through branch-to-branch pull requests","","","Often","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Often","Often","Often","Often","Occasionally","Occasionally","Occasionally","","","Issue tracking: I open an issue describing the problem and the potential fix","Pull request: I open a minimal pull request describing the problem and the potential fix","","","Skype/Hangouts/Other form of synchronous communication","","","","Yes, and I did find sufficient guidelines","I create topic branches for each new feature","","In order - Whether it passed automated tests, how much I trust the person, how much they have worked with us, reading the code.","Often","Often","Occasionally","Occasionally","Occasionally","","Does not affect me","Does not affect me","Does not affect me","Does not affect me","Negatively","Positively","Positively","","",""
